고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,시작일_dt,종료일_dt,유지기간,총과금액,유지기간(년),데이터사용구간,고객월평균납부액
C-13722,여성,62,Yes,No,0,3,Yes,계좌이체,No,No,No,Yes,17,2018-08-01,2022-01-01,No,80,,3483,5,6100,2018-08-01,2022-01-01,41,3603600,3,1GB 이상 2GB 미만,87892.68292682926
C-13723,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,4,2020-10-01,2021-06-01,Yes,85,Competitor,5971,1,0,2020-10-01,2021-06-01,9,324100,0,1GB 미만,36011.11111111111
C-13724,여성,38,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,6,2017-01-01,2021-10-01,Yes,89,Competitor,4738,1,55260,2017-01-01,2021-10-01,58,7806200,4,1GB 미만,134589.6551724138
C-13725,여성,27,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,26,2017-07-01,2022-01-01,No,80,,3048,3,24970,2017-07-01,2022-01-01,54,3741300,4,2GB 이상 3GB 미만,69283.33333333333
C-13726,여성,30,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,41,2016-04-01,2022-01-01,No,43,,4882,3,31980,2016-04-01,2022-01-01,69,7189000,5,4GB 이상 5GB 미만,104188.40579710146
C-13727,남성,69,No,No,0,0,Yes,계좌이체,No,No,No,Yes,20,2021-01-01,2021-02-01,Yes,88,Competitor,3348,1,12770,2021-01-01,2021-02-01,2,201600,0,2GB 이상 3GB 미만,100800.0
C-13728,남성,24,No,Yes,1,3,No,신용카드,No,No,No,No,0,2017-04-01,2022-01-01,No,62,,4210,3,44070,2017-04-01,2022-01-01,57,1359000,4,1GB 미만,23842.105263157893
C-13729,남성,36,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2016-07-01,2022-01-01,No,46,,5166,4,8590,2016-07-01,2022-01-01,66,6188400,5,1GB 미만,93763.63636363637
C-13730,남성,72,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,8,2018-10-01,2021-07-01,Yes,96,Other,4333,3,31410,2018-10-01,2021-07-01,34,3882800,2,1GB 미만,114200.0
C-13731,여성,58,Yes,No,0,4,No,신용카드,Yes,No,No,Yes,8,2016-09-01,2022-01-01,No,47,,5509,4,0,2016-09-01,2022-01-01,64,2699000,5,1GB 미만,42171.875
C-13732,남성,31,Yes,No,0,1,No,계좌이체,Yes,Yes,Yes,Yes,29,2015-02-01,2022-01-01,No,28,,6483,4,20790,2015-02-01,2022-01-01,83,8781300,6,2GB 이상 3GB 미만,105798.7951807229
C-13733,여성,78,Yes,Yes,1,2,Yes,계좌이체,Yes,Yes,Yes,Yes,16,2015-01-01,2022-01-01,No,49,,4606,3,11190,2015-01-01,2022-01-01,84,8876900,7,1GB 이상 2GB 미만,105677.38095238095
C-13734,남성,36,Yes,No,0,9,Yes,신용카드,Yes,Yes,Yes,Yes,28,2015-01-01,2022-01-01,No,21,,5974,3,12320,2015-01-01,2022-01-01,84,8942000,7,2GB 이상 3GB 미만,106452.38095238095
C-13735,여성,27,Yes,Yes,2,2,Yes,신용카드,No,No,No,No,0,2017-09-01,2022-01-01,No,72,,3021,5,37740,2017-09-01,2022-01-01,52,1518900,4,1GB 미만,29209.615384615383
C-13736,여성,48,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,30,2015-09-01,2022-01-01,No,35,,4850,4,0,2015-09-01,2022-01-01,76,4788800,6,3GB 이상 4GB 미만,63010.52631578947
C-13737,여성,41,Yes,Yes,1,4,Yes,신용카드,No,No,No,No,0,2018-11-01,2022-01-01,No,43,,5158,5,27570,2018-11-01,2022-01-01,38,914100,3,1GB 미만,24055.263157894737
C-13738,여성,31,No,No,0,0,Yes,계좌이체,No,No,No,Yes,9,2020-10-01,2021-02-01,Yes,70,Competitor,4909,1,0,2020-10-01,2021-02-01,5,142200,0,1GB 미만,28440.0
C-13739,남성,47,Yes,Yes,3,2,Yes,신용카드,No,No,No,No,0,2016-09-01,2022-01-01,No,56,,4886,4,44640,2016-09-01,2022-01-01,64,1578100,5,1GB 미만,24657.8125
C-13740,여성,65,Yes,No,0,5,Yes,신용카드,No,Yes,No,Yes,25,2015-11-01,2022-01-01,No,50,,5428,5,12880,2015-11-01,2022-01-01,74,8593500,6,2GB 이상 3GB 미만,116128.37837837837
C-13741,남성,54,Yes,Yes,2,1,No,계좌이체,No,No,Yes,Yes,23,2017-07-01,2022-01-01,No,58,,2531,3,16720,2017-07-01,2022-01-01,54,4821800,4,2GB 이상 3GB 미만,89292.5925925926
C-13742,남성,80,No,No,0,0,Yes,신용카드,No,No,No,No,15,2020-02-01,2022-01-01,No,20,,3355,5,30280,2020-02-01,2022-01-01,23,2170800,1,1GB 이상 2GB 미만,94382.60869565218
C-13743,남성,48,Yes,No,0,1,Yes,계좌이체,Yes,Yes,Yes,Yes,22,2016-02-01,2021-10-01,Yes,90,Price,4610,1,26780,2016-02-01,2021-10-01,69,9041600,5,2GB 이상 3GB 미만,131037.68115942029
C-13744,여성,20,No,No,0,10,Yes,계좌이체,Yes,Yes,No,Yes,59,2017-08-01,2022-01-01,No,43,,2196,4,1810,2017-08-01,2022-01-01,53,5758400,4,5GB 이상 6GB 미만,108649.05660377358
C-13745,남성,52,Yes,No,0,9,Yes,신용카드,Yes,Yes,Yes,Yes,18,2015-01-01,2022-01-01,No,72,,4036,3,0,2015-01-01,2022-01-01,84,6441300,7,1GB 이상 2GB 미만,76682.14285714286
C-13747,여성,74,No,No,0,0,Yes,계좌이체,No,No,No,Yes,21,2021-06-01,2021-08-01,Yes,74,Price,4596,3,17290,2021-06-01,2021-08-01,3,233700,0,2GB 이상 3GB 미만,77900.0
C-13748,여성,78,No,No,0,0,Yes,계좌이체,No,No,No,Yes,25,2020-11-01,2021-01-01,Yes,86,Dissatisfaction,5512,3,6220,2020-11-01,2021-01-01,3,305600,0,2GB 이상 3GB 미만,101866.66666666667
C-13749,여성,49,No,No,0,0,No,신용카드,No,No,Yes,Yes,27,2016-12-01,2022-01-01,No,52,,5499,3,12540,2016-12-01,2022-01-01,61,7258700,5,2GB 이상 3GB 미만,118995.08196721312
C-13750,남성,69,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,23,2018-01-01,2021-01-01,Yes,92,Competitor,5692,1,26330,2018-01-01,2021-01-01,37,3884000,3,2GB 이상 3GB 미만,104972.97297297297
C-13751,여성,35,Yes,No,0,1,Yes,신용카드,Yes,Yes,No,Yes,13,2016-05-01,2022-01-01,No,24,,4196,4,38530,2016-05-01,2022-01-01,68,8451800,5,1GB 이상 2GB 미만,124291.17647058824
C-13752,남성,58,Yes,No,0,4,Yes,계좌이체,No,Yes,No,Yes,15,2015-01-01,2022-01-01,No,21,,4165,4,45770,2015-01-01,2022-01-01,84,10414700,7,1GB 이상 2GB 미만,123984.52380952382
C-13753,남성,79,Yes,No,0,1,Yes,신용카드,Yes,Yes,No,Yes,8,2015-11-01,2021-10-01,Yes,66,Attitude,5725,1,50510,2015-11-01,2021-10-01,72,8813000,6,1GB 미만,122402.77777777778
C-13754,남성,71,No,No,0,0,Yes,계좌이체,No,No,No,Yes,3,2020-02-01,2022-01-01,No,51,,4333,3,47010,2020-02-01,2022-01-01,23,2203200,1,1GB 미만,95791.30434782608
C-13755,여성,73,Yes,No,0,5,Yes,계좌이체,No,No,Yes,Yes,27,2020-04-01,2021-03-01,Yes,82,Competitor,4553,3,19550,2020-04-01,2021-03-01,12,1454400,1,2GB 이상 3GB 미만,121200.0
C-13756,남성,51,Yes,No,0,1,No,계좌이체,Yes,Yes,No,Yes,2,2016-11-01,2021-02-01,Yes,95,Other,5633,1,0,2016-11-01,2021-02-01,52,3658800,4,1GB 미만,70361.53846153847
C-13757,여성,32,Yes,Yes,2,1,Yes,신용카드,No,No,No,Yes,13,2018-08-01,2022-01-01,No,25,,4780,4,37970,2018-08-01,2022-01-01,41,4264300,3,1GB 이상 2GB 미만,104007.31707317074
C-13758,남성,44,Yes,No,0,6,No,계좌이체,No,Yes,Yes,Yes,17,2016-08-01,2022-01-01,No,41,,4488,3,37180,2016-08-01,2022-01-01,65,7362700,5,1GB 이상 2GB 미만,113272.30769230769
C-13759,남성,44,No,Yes,2,0,Yes,계좌이체,Yes,No,No,No,16,2020-12-01,2021-04-01,Yes,84,Other,4455,1,11070,2020-12-01,2021-04-01,5,285700,0,1GB 이상 2GB 미만,57140.0
C-13760,남성,35,Yes,Yes,2,4,Yes,이체/메일확인,No,No,No,No,0,2017-03-01,2022-01-01,No,24,,3392,5,16840,2017-03-01,2022-01-01,58,1402100,4,1GB 미만,24174.137931034482
C-13761,여성,41,Yes,No,0,8,No,계좌이체,No,No,No,No,0,2015-01-01,2022-01-01,No,52,,4169,4,10170,2015-01-01,2022-01-01,84,2378800,7,1GB 미만,28319.04761904762
C-13762,여성,20,No,No,0,7,Yes,신용카드,Yes,No,No,Yes,46,2015-10-01,2022-01-01,No,60,,5294,4,38990,2015-10-01,2022-01-01,75,7131700,6,4GB 이상 5GB 미만,95089.33333333333
C-13763,여성,74,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,11,2016-01-01,2022-01-01,No,66,,4483,4,55260,2016-01-01,2022-01-01,72,8612300,6,1GB 이상 2GB 미만,119615.27777777778
C-13764,여성,62,Yes,Yes,2,1,Yes,계좌이체,Yes,No,No,Yes,30,2020-07-01,2021-05-01,Yes,87,Price,5998,2,27690,2020-07-01,2021-05-01,11,1293100,0,3GB 이상 4GB 미만,117554.54545454546
C-13765,남성,57,No,No,0,0,Yes,계좌이체,No,No,No,Yes,6,2021-08-01,2021-11-01,Yes,73,Dissatisfaction,4480,3,24750,2021-08-01,2021-11-01,4,461500,0,1GB 미만,115375.0
C-13766,남성,31,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,21,2018-12-01,2021-08-01,Yes,92,Competitor,5974,1,1700,2018-12-01,2021-08-01,33,3082200,2,2GB 이상 3GB 미만,93400.0
C-13767,남성,27,No,No,0,0,No,계좌이체,No,No,Yes,Yes,59,2018-02-01,2022-01-01,No,27,,3715,3,51530,2018-02-01,2022-01-01,47,5349000,3,5GB 이상 6GB 미만,113808.51063829787
C-13768,남성,72,Yes,No,0,4,Yes,계좌이체,No,Yes,Yes,No,19,2015-01-01,2022-01-01,No,36,,4406,4,19100,2015-01-01,2022-01-01,84,11029400,7,1GB 이상 2GB 미만,131302.38095238095
C-13769,남성,20,No,No,0,1,Yes,신용카드,No,Yes,No,Yes,85,2017-01-01,2022-01-01,No,27,,3446,4,43280,2017-01-01,2022-01-01,60,3892000,5,8GB 이상,64866.666666666664
C-13770,여성,78,Yes,No,0,0,Yes,신용카드,No,No,No,Yes,9,2019-02-01,2021-10-01,Yes,74,Price,2431,3,55370,2019-02-01,2021-10-01,33,3305300,2,1GB 미만,100160.60606060606
C-13771,여성,40,Yes,Yes,3,5,Yes,계좌이체,Yes,Yes,No,Yes,25,2016-08-01,2022-01-01,No,54,,4116,4,0,2016-08-01,2022-01-01,65,3731000,5,2GB 이상 3GB 미만,57400.0
C-13772,여성,42,No,No,0,0,No,계좌이체,No,No,Yes,Yes,21,2020-06-01,2022-01-01,No,46,,4080,4,9380,2020-06-01,2022-01-01,19,1367700,1,2GB 이상 3GB 미만,71984.21052631579
C-13773,남성,51,No,No,0,0,No,계좌이체,No,No,No,No,0,2017-03-01,2022-01-01,No,55,,4006,5,15140,2017-03-01,2022-01-01,58,1364600,4,1GB 미만,23527.58620689655
C-13774,남성,45,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,9,2020-01-01,2022-01-01,No,73,,2716,3,0,2020-01-01,2022-01-01,24,1468600,2,1GB 미만,61191.666666666664
C-13775,여성,21,No,No,0,8,Yes,계좌이체,No,Yes,No,Yes,69,2015-09-01,2022-01-01,No,58,,5206,4,42380,2015-09-01,2022-01-01,76,8189200,6,6GB 이상 7GB 미만,107752.63157894737
C-13776,여성,36,No,No,0,0,No,신용카드,No,No,No,No,0,2019-10-01,2022-01-01,No,34,,4818,5,26670,2019-10-01,2022-01-01,27,626100,2,1GB 미만,23188.88888888889
C-13777,여성,43,No,No,0,0,No,계좌이체,No,No,No,Yes,4,2017-08-01,2022-01-01,No,58,,5614,4,33000,2017-08-01,2022-01-01,53,6047800,4,1GB 미만,114109.43396226416
C-13778,남성,58,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2016-10-01,2022-01-01,No,75,,4886,5,38870,2016-10-01,2022-01-01,63,1815800,5,1GB 미만,28822.222222222223
C-13779,남성,73,Yes,Yes,2,1,Yes,계좌이체,No,No,No,No,21,2018-09-01,2022-01-01,No,44,,5195,3,5310,2018-09-01,2022-01-01,40,2384800,3,2GB 이상 3GB 미만,59620.0
C-13780,여성,25,No,No,0,0,Yes,계좌이체,Yes,No,Yes,No,73,2015-07-01,2022-01-01,No,67,,4824,3,0,2015-07-01,2022-01-01,78,5657300,6,7GB 이상 8GB 미만,72529.48717948717
C-13781,여성,50,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,6,2021-02-01,2021-04-01,Yes,72,Other,4149,2,7010,2021-02-01,2021-04-01,3,327700,0,1GB 미만,109233.33333333333
C-13782,남성,62,Yes,No,0,1,Yes,신용카드,Yes,No,Yes,Yes,18,2017-06-01,2022-01-01,No,63,,3716,3,46440,2017-06-01,2022-01-01,55,5140900,4,1GB 이상 2GB 미만,93470.90909090909
C-13783,여성,28,Yes,Yes,2,1,No,신용카드,Yes,No,Yes,Yes,69,2016-03-01,2022-01-01,No,62,,4292,3,3280,2016-03-01,2022-01-01,70,6254100,5,6GB 이상 7GB 미만,89344.28571428571
C-13784,남성,25,Yes,Yes,1,8,No,계좌이체,No,Yes,No,Yes,59,2015-07-01,2022-01-01,No,56,,6236,5,39550,2015-07-01,2022-01-01,78,7337800,6,5GB 이상 6GB 미만,94074.35897435897
C-13785,여성,45,Yes,Yes,3,5,No,계좌이체,Yes,Yes,Yes,Yes,29,2015-02-01,2022-01-01,No,71,,4071,4,5540,2015-02-01,2022-01-01,83,11157900,6,2GB 이상 3GB 미만,134432.53012048194
C-13786,남성,26,Yes,Yes,3,7,No,신용카드,No,No,No,No,0,2018-06-01,2022-01-01,No,32,,5472,4,7910,2018-06-01,2022-01-01,43,1301600,3,1GB 미만,30269.767441860466
C-13787,남성,55,Yes,No,0,5,No,계좌이체,No,No,No,No,0,2015-02-01,2022-01-01,No,67,,4837,4,50620,2015-02-01,2022-01-01,83,2037400,6,1GB 미만,24546.98795180723
C-13788,남성,47,Yes,No,0,4,Yes,신용카드,Yes,Yes,Yes,Yes,21,2018-06-01,2022-01-01,No,48,,5722,4,25310,2018-06-01,2022-01-01,43,4547700,3,2GB 이상 3GB 미만,105760.46511627907
C-13789,남성,33,Yes,No,0,1,Yes,계좌이체,Yes,Yes,No,Yes,18,2017-01-01,2022-01-01,No,38,,2613,4,6890,2017-01-01,2022-01-01,60,6794600,5,1GB 이상 2GB 미만,113243.33333333333
C-13790,남성,79,Yes,No,0,7,Yes,신용카드,No,No,No,Yes,3,2015-01-01,2022-01-01,No,29,,5540,3,12770,2015-01-01,2022-01-01,84,7360300,7,1GB 미만,87622.61904761905
C-13791,남성,73,Yes,No,0,4,No,신용카드,No,Yes,Yes,Yes,10,2015-01-01,2022-01-01,No,29,,6202,4,38080,2015-01-01,2022-01-01,84,7590500,7,1GB 이상 2GB 미만,90363.09523809524
C-13792,남성,67,Yes,No,0,0,Yes,신용카드,No,No,No,No,13,2016-07-01,2022-01-01,No,34,,4011,5,43510,2016-07-01,2022-01-01,66,7698100,5,1GB 이상 2GB 미만,116637.87878787878
C-13793,남성,66,No,No,0,0,Yes,신용카드,No,No,No,No,0,2015-01-01,2022-01-01,No,74,,5751,5,2710,2015-01-01,2022-01-01,84,2485100,7,1GB 미만,29584.52380952381
C-13794,여성,44,Yes,No,0,8,Yes,신용카드,Yes,Yes,No,Yes,19,2016-01-01,2022-01-01,No,62,,5267,3,17520,2016-01-01,2022-01-01,72,8022400,6,1GB 이상 2GB 미만,111422.22222222222
C-13795,여성,65,Yes,Yes,3,7,Yes,계좌이체,No,Yes,No,Yes,26,2015-08-01,2022-01-01,No,32,,6211,4,22150,2015-08-01,2022-01-01,77,9718200,6,2GB 이상 3GB 미만,126210.38961038961
C-13796,남성,35,Yes,Yes,3,2,Yes,계좌이체,No,No,Yes,Yes,76,2018-03-01,2022-01-01,No,49,,5569,4,0,2018-03-01,2022-01-01,46,2399600,3,7GB 이상 8GB 미만,52165.217391304344
C-13797,남성,45,No,Yes,1,0,No,신용카드,Yes,Yes,Yes,No,27,2017-12-01,2022-01-01,No,77,,5447,3,56500,2017-12-01,2022-01-01,49,3533200,4,2GB 이상 3GB 미만,72106.12244897959
C-13798,남성,43,No,No,0,0,No,계좌이체,Yes,No,No,Yes,18,2020-09-01,2022-01-01,No,70,,3559,3,35710,2020-09-01,2022-01-01,16,1657800,1,1GB 이상 2GB 미만,103612.5
C-13799,남성,22,No,No,0,8,Yes,계좌이체,Yes,Yes,No,No,52,2015-11-01,2022-01-01,No,56,,4271,4,16720,2015-11-01,2022-01-01,74,9116000,6,5GB 이상 6GB 미만,123189.18918918919
C-13800,여성,43,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,14,2016-09-01,2022-01-01,No,51,,5597,4,48480,2016-09-01,2022-01-01,64,6113800,5,1GB 이상 2GB 미만,95528.125
C-13801,남성,29,Yes,No,0,9,No,신용카드,No,No,No,No,0,2020-05-01,2022-01-01,No,24,,4964,4,5650,2020-05-01,2022-01-01,20,464900,1,1GB 미만,23245.0
C-13802,여성,26,No,No,0,0,No,신용카드,No,No,No,No,0,2015-04-01,2022-01-01,No,57,,6408,5,28480,2015-04-01,2022-01-01,81,1833900,6,1GB 미만,22640.74074074074
C-13803,남성,60,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2020-01-01,2022-01-01,No,79,,2325,4,37740,2020-01-01,2022-01-01,24,2548600,2,2GB 이상 3GB 미만,106191.66666666667
C-13804,여성,40,Yes,Yes,3,3,No,신용카드,No,No,No,Yes,53,2020-08-01,2022-01-01,No,24,,2071,5,0,2020-08-01,2022-01-01,17,508900,1,5GB 이상 6GB 미만,29935.29411764706
C-13805,남성,61,No,No,0,0,No,계좌이체,No,No,No,Yes,2,2021-03-01,2021-05-01,Yes,87,Competitor,4493,1,29490,2021-03-01,2021-05-01,3,318500,0,1GB 미만,106166.66666666667
C-13806,남성,64,No,Yes,2,0,No,이체/메일확인,No,No,No,Yes,17,2020-12-01,2022-01-01,No,80,,4276,5,0,2020-12-01,2022-01-01,13,354300,1,1GB 이상 2GB 미만,27253.846153846152
C-13807,여성,51,No,No,0,0,No,계좌이체,Yes,Yes,No,No,15,2018-09-01,2022-01-01,No,47,,4468,3,49830,2018-09-01,2022-01-01,40,2652500,3,1GB 이상 2GB 미만,66312.5
C-13808,여성,20,No,No,0,0,No,계좌이체,No,No,Yes,Yes,48,2020-10-01,2022-01-01,No,24,,5277,5,46330,2020-10-01,2022-01-01,15,1165000,1,4GB 이상 5GB 미만,77666.66666666667
C-13809,남성,42,No,No,0,0,Yes,신용카드,No,No,No,No,0,2016-03-01,2022-01-01,No,38,,6490,4,2710,2016-03-01,2022-01-01,70,1991100,5,1GB 미만,28444.285714285714
C-13811,남성,67,No,No,0,0,Yes,신용카드,No,No,No,Yes,18,2020-05-01,2021-02-01,Yes,83,Attitude,5745,2,34800,2020-05-01,2021-02-01,10,1034700,0,1GB 이상 2GB 미만,103470.0
C-13812,여성,37,Yes,No,0,4,Yes,계좌이체,No,Yes,No,No,3,2015-02-01,2022-01-01,No,32,,5707,5,11870,2015-02-01,2022-01-01,83,10290000,6,1GB 미만,123975.90361445783
C-13813,남성,32,Yes,Yes,1,1,Yes,계좌이체,Yes,Yes,Yes,No,16,2015-01-01,2022-01-01,No,47,,4934,3,0,2015-01-01,2022-01-01,84,6528500,7,1GB 이상 2GB 미만,77720.23809523809
C-13814,남성,61,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2020-05-01,2021-06-01,Yes,75,Dissatisfaction,5067,2,34920,2020-05-01,2021-06-01,14,1343500,1,1GB 미만,95964.28571428571
C-13815,남성,44,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,9,2016-11-01,2021-02-01,Yes,100,Competitor,4747,1,23840,2016-11-01,2021-02-01,52,5821900,4,1GB 미만,111959.61538461539
C-13816,여성,43,No,No,0,0,Yes,신용카드,No,No,No,Yes,29,2020-11-01,2022-01-01,No,65,,2245,3,6220,2020-11-01,2022-01-01,14,786700,1,2GB 이상 3GB 미만,56192.857142857145
C-13817,남성,20,No,No,0,0,Yes,계좌이체,No,No,No,Yes,59,2019-07-01,2021-03-01,Yes,86,Other,4115,1,6220,2019-07-01,2021-03-01,21,2193000,1,5GB 이상 6GB 미만,104428.57142857143
C-13818,여성,42,Yes,No,0,4,Yes,신용카드,No,No,Yes,Yes,17,2019-07-01,2022-01-01,No,67,,3740,3,40680,2019-07-01,2022-01-01,30,1764300,2,1GB 이상 2GB 미만,58810.0
C-13819,남성,26,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,59,2017-12-01,2022-01-01,No,21,,4812,3,43730,2017-12-01,2022-01-01,49,6133300,4,5GB 이상 6GB 미만,125169.38775510204
C-13820,여성,65,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,22,2016-11-01,2022-01-01,No,68,,4977,3,54240,2016-11-01,2022-01-01,62,6032400,5,2GB 이상 3GB 미만,97296.7741935484
C-13821,여성,38,No,Yes,2,0,No,신용카드,No,No,No,No,0,2019-04-01,2022-01-01,No,39,,2143,3,9830,2019-04-01,2022-01-01,33,807400,2,1GB 미만,24466.666666666668
C-13822,남성,65,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,5,2018-03-01,2021-03-01,Yes,82,Dissatisfaction,3041,2,27690,2018-03-01,2021-03-01,37,3713100,3,1GB 미만,100354.05405405405
C-13823,남성,24,No,Yes,1,7,Yes,계좌이체,Yes,Yes,Yes,No,27,2015-04-01,2022-01-01,No,51,,6082,4,42940,2015-04-01,2022-01-01,81,10844900,6,2GB 이상 3GB 미만,133887.65432098764
C-13824,여성,48,No,No,0,0,Yes,계좌이체,No,No,No,Yes,23,2021-07-01,2021-08-01,Yes,85,Competitor,4063,3,30620,2021-07-01,2021-08-01,2,194600,0,2GB 이상 3GB 미만,97300.0
C-13825,남성,35,Yes,Yes,1,5,Yes,신용카드,No,Yes,No,No,12,2015-01-01,2022-01-01,No,29,,4750,5,19780,2015-01-01,2022-01-01,84,10372500,7,1GB 이상 2GB 미만,123482.14285714286
C-13826,여성,26,Yes,No,0,3,No,신용카드,Yes,Yes,Yes,Yes,76,2015-02-01,2022-01-01,No,39,,4644,3,10740,2015-02-01,2022-01-01,83,8928300,6,7GB 이상 8GB 미만,107569.8795180723
C-13827,여성,47,No,No,0,0,Yes,계좌이체,No,No,No,Yes,2,2020-12-01,2021-01-01,Yes,70,Price,3351,3,0,2020-12-01,2021-01-01,2,89200,0,1GB 미만,44600.0
C-13828,여성,44,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,10,2021-02-01,2021-07-01,Yes,92,Other,5435,1,52550,2021-02-01,2021-07-01,6,649500,0,1GB 이상 2GB 미만,108250.0
C-13829,남성,51,No,Yes,1,0,Yes,계좌이체,No,Yes,No,Yes,28,2019-02-01,2021-12-01,Yes,65,Competitor,2941,2,24520,2019-02-01,2021-12-01,35,4382000,2,2GB 이상 3GB 미만,125200.0
C-13830,여성,22,No,No,0,0,No,신용카드,No,No,No,No,0,2017-11-01,2022-01-01,No,27,,4539,3,45880,2017-11-01,2022-01-01,50,1169700,4,1GB 미만,23394.0
C-13831,남성,39,No,No,0,0,Yes,계좌이체,No,No,No,Yes,17,2019-03-01,2022-01-01,No,61,,3729,4,12660,2019-03-01,2022-01-01,34,3805800,2,1GB 이상 2GB 미만,111935.29411764706
C-13832,남성,45,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,16,2017-04-01,2022-01-01,No,71,,5274,3,21920,2017-04-01,2022-01-01,57,3357400,4,1GB 이상 2GB 미만,58901.754385964916
C-13833,여성,75,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,22,2020-10-01,2021-06-01,Yes,91,Dissatisfaction,4819,3,52090,2020-10-01,2021-06-01,9,870200,0,2GB 이상 3GB 미만,96688.88888888889
C-13834,여성,49,Yes,Yes,1,4,No,이체/메일확인,No,No,No,No,0,2019-10-01,2022-01-01,No,34,,4167,4,19660,2019-10-01,2022-01-01,27,627600,2,1GB 미만,23244.444444444445
C-13835,남성,69,Yes,No,0,0,Yes,계좌이체,Yes,No,No,Yes,23,2017-08-01,2021-12-01,Yes,68,Competitor,5648,1,42490,2017-08-01,2021-12-01,53,6508200,4,2GB 이상 3GB 미만,122796.22641509434
C-13836,여성,65,Yes,No,0,0,No,계좌이체,No,Yes,No,Yes,9,2015-07-01,2022-01-01,No,28,,6238,5,0,2015-07-01,2022-01-01,78,4154500,6,1GB 미만,53262.820512820515
C-13837,여성,72,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,5,2015-07-01,2022-01-01,No,80,,4657,3,41250,2015-07-01,2022-01-01,78,5962900,6,1GB 미만,76447.43589743589
C-13838,남성,71,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,25,2018-09-01,2021-05-01,Yes,94,Dissatisfaction,5365,1,2370,2018-09-01,2021-05-01,33,3096800,2,2GB 이상 3GB 미만,93842.42424242424
C-13839,여성,50,No,No,0,0,Yes,계좌이체,No,No,No,Yes,12,2020-01-01,2022-01-01,No,37,,5624,4,35260,2020-01-01,2022-01-01,24,1242900,2,1GB 이상 2GB 미만,51787.5
C-13840,여성,54,Yes,Yes,1,1,No,계좌이체,Yes,Yes,Yes,Yes,19,2018-05-01,2022-01-01,No,70,,5324,3,36610,2018-05-01,2022-01-01,44,3965000,3,1GB 이상 2GB 미만,90113.63636363637
C-13841,남성,40,No,No,0,0,No,계좌이체,No,No,No,Yes,22,2020-12-01,2021-01-01,Yes,98,Attitude,2199,3,21810,2020-12-01,2021-01-01,2,202400,0,2GB 이상 3GB 미만,101200.0
C-13842,여성,26,Yes,No,0,5,Yes,계좌이체,No,Yes,Yes,Yes,42,2016-01-01,2022-01-01,No,52,,5667,5,15820,2016-01-01,2022-01-01,72,6739100,6,4GB 이상 5GB 미만,93598.61111111111
C-13843,남성,27,No,No,0,0,No,계좌이체,No,No,Yes,Yes,42,2018-05-01,2021-06-01,Yes,82,Competitor,3066,1,34690,2018-05-01,2021-06-01,38,4451200,3,4GB 이상 5GB 미만,117136.84210526316
C-13844,남성,37,No,No,0,0,No,신용카드,No,No,No,No,0,2020-04-01,2022-01-01,No,66,,4194,4,28140,2020-04-01,2022-01-01,21,496200,1,1GB 미만,23628.571428571428
C-13845,남성,39,Yes,Yes,2,2,No,신용카드,Yes,No,No,Yes,17,2015-06-01,2022-01-01,No,62,,5281,4,0,2015-06-01,2022-01-01,79,4792700,6,1GB 이상 2GB 미만,60667.08860759494
C-13846,남성,76,Yes,No,0,6,Yes,계좌이체,No,No,No,Yes,20,2015-08-01,2022-01-01,No,30,,4871,3,32430,2015-08-01,2022-01-01,77,6432100,6,2GB 이상 3GB 미만,83533.76623376623
C-13847,남성,58,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,16,2020-08-01,2022-01-01,No,34,,3319,3,37060,2020-08-01,2022-01-01,17,1436500,1,1GB 이상 2GB 미만,84500.0
